symbol,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
PWR,31/12/20,USD,582390000,282589000,13257000,142992000,585483000,430397000,386719000,248452000,-1418000,491983000,-2898613000,2360877000,11391000,66700000,66700000,None,40379000,34022000,None,None,5316002000,None,-66700000,None,44654000,None,445596000,8398272000,3588389000,184620000,184620000,50472000,2716083000,2001536000,-1372132000,1372132000,2556669000,435655000,2121014000,112355000,55855000,None,183382000,435713000,4049300000,2138556000,798023000,528864000,14764000,4233000,1968944000,1382000,195489000,10531000,None,199722000,1594926490,391221000,4344181000,857817000,3264967000,2000,138300191,1660847000,11160715000,10603119000,9541825000,611371000,975074000,None,1061894000,2449000,-45013000,2449000,45013000,11205728000,2539000,225256000,77938000,564983000,119387000,45013000,451959000,454417000,609996000,687934000,Common Stock,Quanta Services Inc,"Quanta Services is an American corporation that provides infrastructure services for electric power, pipeline, industrial and communications industries. Capabilities include the planning, design, installation, program management, maintenance and repair of most types of network infrastructure.",1050915,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,ELECTRICAL WORK,"2800 POST OAK BLVD, SUITE 2600, HOUSTON, TX, US",December,31/12/21,15419818000,1013623000,28.41,1.022,33.29,0.24,0.0028,3.809,85.33,0.0461,0.0568,0.0447,0.127,11968860000,1660847000,3.809,0.071,0.11,135.31,28.41,17.54,1.288,3.346,1.309,19.83,1.172,124.61,78.6,105.84,104.35,142499000,14/1/22,3/1/22
DGX,31/12/20,USD,2005000000,564000000,None,474000000,455000000,361000000,418000000,455000000,None,1499000000,-772000000,-1267000000,None,325000000,325000000,None,355000000,297000000,None,None,None,None,-136000000,None,-34000000,None,1431000000,14026000000,3058000000,1158000000,1158000000,223000000,1520000000,11018000000,1627000000,2992000000,8040000000,1167000000,6873000000,533000000,521000000,521000000,157000000,176000000,7267000000,1776000000,446000000,None,157000000,153000000,5359000000,25000000,4015000000,2000000,4013000000,4168000000,1034000000,847000000,6759000000,5366000000,9303000000,2000000,134000000,3633000000,9437000000,5804000000,5804000000,1971000000,1550000000,None,1695000000,None,-163000000,3000000,166000000,9434000000,76000000,258000000,109000000,1891000000,460000000,166000000,1431000000,1449000000,2057000000,2166000000,Common Stock,Quest Diagnostics Incorporated,"Quest Diagnostics is an American clinical laboratory. A Fortune 500 company, Quest operates in the United States, Puerto Rico, Mexico, and Brazil. Quest also maintains collaborative agreements with various hospitals and clinics across the globe.",1022079,NYSE,USD,USA,LIFE SCIENCES,SERVICES-MEDICAL LABORATORIES,"3 GIRALDA FARMS, MADISON, NJ, US",December,31/12/21,15729419000,2863000000,8.5,38.46,54.15,2.48,0.0205,15.55,86.3,0.185,0.228,0.111,0.309,10788000000,4243000000,15.55,-0.255,-0.086,155,8.5,14.62,1.458,2.426,1.8,6.15,1.111,173.4,113.52,147.42,144.14,119000000,20/4/22,5/4/22
RL,31/3/21,USD,380900000,400800000,None,296800000,134100000,247600000,107800000,143000000,-3700000,-121100000,195000000,356800000,-475000000,37700000,37700000,None,49800000,49800000,None,None,None,None,-37700000,None,932700000,None,-121100000,7887500000,4208000000,2579000000,2776500000,759000000,480400000,3744900000,1014000000,2291700000,1055700000,121100000,934600000,15500000,None,197500000,100600000,86400000,5283100000,1584800000,355900000,12100000,19700000,0,4248400000,370500000,1632900000,0,1632900000,1632900000,875400000,560800000,2604400000,5816100000,5872900000,1300000,73800000,2861400000,4400800000,1539400000,1539400000,-43600000,2638500000,None,2905000000,None,-48500000,9700000,48500000,8700000,7600000,227400000,20200000,-74800000,46300000,48500000,-121100000,-123700000,-26300000,-6100000,Common Stock,Ralph Lauren Corporation,"Ralph Lauren Corporation is an American fashion company producing products ranging from the mid-range to the luxury segments. They are known for the clothing, marketing and distribution of products in four categories: apparel, home, accessories, and fragrances.",1037038,NYSE,USD,USA,MANUFACTURING,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS","650 MADISON AVENUE, NEW YORK, NY, UNITED STATES",March,31/12/21,9544246000,1043900000,19.97,0.304,38.24,2.062,0.0213,6.72,81.15,0.0838,0.136,0.0623,0.185,5982800000,2890700000,6.72,0.82,0.267,144.27,19.97,13.72,1.595,3.308,1.581,9.7,1.514,139.52,101.7,117.6,118.83,46286000,7/1/22,22/12/21
RJF,30/9/21,USD,6625000000,255000000,None,7700000000,635000000,21000000,74000000,420000000,None,1403000000,-5140000000,5254000000,None,128000000,128000000,None,218000000,218000000,None,None,None,None,-75000000,None,6739000000,None,1403000000,61891000000,7261000000,7201000000,7201000000,None,12000000,2132000000,499000000,854000000,882000000,222000000,660000000,2295000000,255000000,8315000000,-7201000000,36176000000,53588000000,328000000,None,None,277000000,277000000,51551000000,None,2037000000,None,None,2314000000,32495000000,453000000,8245000000,1437000000,7633000000,2000000,205738821,1961000000,9910000000,7949000000,392000000,1037000000,884000000,None,924000000,None,673000000,823000000,150000000,587000000,None,None,21000000,1791000000,388000000,248000000,1403000000,1351000000,1941000000,1962000000,Common Stock,Raymond James Financial Inc,"Raymond James Financial is an American multinational independent investment bank and financial services company providing financial services to individuals, corporations, and municipalities through its subsidiary companies that engage primarily in investment and financial planning, in addition to investment banking and asset management.",720005,NYSE,USD,USA,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","880 CARILLON PKWY, ST PETERSBURG, FL, US",September,31/12/21,23311628000,None,15.49,1.372,41.45,1.12,0.0127,7.25,50.36,0.148,0.196,0.0252,0.191,10372000000,9254000000,7.25,0.419,0.25,133.88,15.49,14.93,2.248,2.62,-,-,1.119,117.37,74.98,105.02,95.4,207602000,18/1/22,3/1/22
RTX,31/12/21,USD,15092000000,1905000000,None,2289000000,2567000000,4557000000,2322000000,570000000,-163000000,4112000000,-1364000000,-6685000000,-113000000,2327000000,2327000000,None,2957000000,2957000000,None,None,4062000000,None,-2313000000,None,7042000000,-1000000,3864000000,1.61404E+11,42050000000,7832000000,8797000000,9178000000,9661000000,1.16506E+11,14972000000,12665000000,92952000000,38516000000,54436000000,1035000000,2848000000,965000000,4018000000,6624000000,86705000000,35449000000,8751000000,13720000000,158000000,134000000,51256000000,1657000000,31351000000,24000000,None,31485000000,12820000000,10417000000,73068000000,12727000000,50265000000,37445000000,1491400000,58526000000,64388000000,5862000000,51897000000,4958000000,5224000000,2732000000,10491000000,None,-1322000000,-1322000000,1322000000,-649000000,-649000000,1828000000,2439000000,4650000000,786000000,1971000000,3897000000,5683000000,5972000000,8411000000,Common Stock,Raytheon Technologies Corporation,"Raytheon Technologies Corporation is an American multinational aerospace and defense conglomerate headquartered in Waltham, Massachusetts. It is one of the largest aerospace, intelligence services providers, and defense manufacturers in the world by revenue and market capitalization. Raytheon Technologies (RTX) researches, develops, and manufactures advanced technology products in the aerospace and defense industry, including aircraft engines, avionics, aerostructures, cybersecurity, guided missiles, air defense systems, satellites, and drones.",101829,NYSE,USD,USA,MANUFACTURING,AIRCRAFT ENGINES & ENGINE PARTS,"870 WINTER STREET, WALTHAM, MA, US",December,31/12/21,1.40652E+11,11374000000,31.16,1.588,49.17,2.005,0.0216,2.554,42.88,0.06,0.106,0.0263,5.37,64388002000,12525000000,2.558,4.175,0.038,105.39,36.85,19.05,2.184,1.907,2.557,15.18,0.959,98.27,71.06,89.7,87.44,1492330000,24/3/22,24/2/22
O,31/12/21,USD,1322189000,532274000,None,3219000,None,897835000,6360546000,-38292000,None,360747000,-6437695000,4577120000,-666613000,None,None,None,1169026000,1169026000,None,1263235000,None,None,1263235000,None,-538386000,None,359456000,43137502000,258579000,258579000,258579000,None,None,20555606000,10753750000,None,8952009000,5275304000,3676705000,32129690000,140967000,35908928000,30470000,1400049000,18008102000,901400000,None,None,901400000,901400000,16456726000,None,13891261000,1551376000,None,14792661000,146919000,3618794000,25052574000,None,-4530571000,29578212000,591261991,1643498000,2080463000,436965000,133605000,1340138000,96980000,None,303360000,None,-323644000,1816000,323644000,-87478000,9949000,None,897835000,391113000,31657000,420822000,360747000,419023000,714757000,1290239000,Common Stock,Realty Income Corporation,"Realty Income Corporation is a real estate investment trust that invests in free-standing, single-tenant commercial properties in the United States, Puerto Rico, and the United Kingdom that are subject to NNN Leases. The company is organized in Maryland with its headquarters in San Diego, California.",726728,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"11995 EL CAMINO REAL, SAN DIEGO, CA, US",December,31/12/21,39855038000,1751290000,77.74,4.798,42.37,2.845,0.045,0.867,5.02,0.173,0.458,0.0187,0.02,2081569000,1947964000,0.867,-0.976,0.641,77.38,77.74,41.32,19.15,2.768,22.08,28.46,0.794,72.29,54.27,68.99,67.9,591321000,15/3/22,28/2/22
REG,31/12/21,USD,659388000,140084000,None,12378000,8192000,303331000,569682000,-24869000,None,366288000,-286352000,-656459000,-307014000,None,None,None,404900000,403085000,None,82510000,None,None,82606000,96000,-283423000,None,361411000,10792563000,21332000,95027000,95027000,None,None,1038620000,5444000,None,379802000,212707000,167095000,65112000,372591000,372591000,25574000,266431000,4682631000,4298008000,None,None,None,4298008000,363276000,215788000,3718944000,None,None,3718944000,None,425628000,6037371000,22758000,-1814814000,1712000,170731920,695651000,1166161000,470510000,326682000,-18331000,78218000,None,713982000,None,-145170000,1228000,145170000,None,59279000,None,303331000,362452000,1041000,145170000,365247000,369809000,507622000,810953000,Common Stock,Regency Centers Corporation,"Regency Centers Corporation is a real estate investment trust based in Jacksonville, Florida and is one of the largest operators of shopping centers with grocery stores as anchor tenants.",910606,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"ONE INDEPENDENT DRIVE, SUITE 114, JACKSONVILLE, FL, US",December,31/12/21,11575944000,771223000,31.72,1.365,35.35,2.41,0.0383,2.12,7.07,0.3,0.408,0.0282,0.0602,1203867000,877185000,2.12,0.8,0.151,79.71,31.72,33.9,9.62,1.888,13.07,18.82,1.111,78.78,51.86,71.79,68.87,171373000,5/4/22,14/3/22
REGN,31/12/21,USD,7081300000,55800000,None,745900000,2809500000,286200000,551900000,1927400000,494300000,8075300000,-5384700000,-1005800000,0,1645400000,1645400000,None,None,None,None,1672300000,0,None,26900000,None,690800000,None,8075300000,25434800000,14014900000,2885600000,5694700000,1951300000,6036500000,8569000000,3482200000,None,None,None,None,18044300000,6838000000,2809100000,332400000,222800000,6666000000,3932500000,564000000,837800000,719700000,719700000,2733500000,0,1980000000,None,1980000000,2699700000,2206800000,680200000,18768800000,8260900000,18968300000,100000,106300000,13718000000,16014400000,2296400000,457100000,8946800000,1824900000,2908100000,4747400000,None,-57300000,None,57300000,16071700000,436300000,None,14400000,9325800000,1250500000,57300000,8075300000,8019800000,9383100000,9397500000,Common Stock,Regeneron Pharmaceuticals Inc,"Regeneron Pharmaceuticals, Inc. is an American biotechnology company headquartered in Westchester County, New York. Originally focused on neurotrophic factors and their regenerative capabilities, giving rise to its name, the company then branched out into the study of both cytokine and tyrosine kinase receptors.",872589,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"777 OLD SAW MILL RIVER ROAD, TARRYTOWN, NY, US",December,31/12/21,67148734000,9233000000,8.6,5.01,176.11,0,0,71.97,152.05,0.502,0.557,0.263,0.542,16071700000,10726100000,71.97,0.923,1.044,703.17,8.6,12.95,4.178,3.557,3.968,6.6,0.193,686.62,441,620.16,601.26,106716000,None,None
RF,31/12/21,USD,3030000000,185000000,None,-76000000,-928000000,371000000,91000000,None,None,-1174000000,-2865000000,11290000000,-102000000,467000000,967000000,500000000,716000000,608000000,108000000,None,647000000,390000000,-467000000,None,11455000000,None,2521000000,1.62938E+11,30878000000,29411000000,29875000000,10000000,None,8678000000,1814000000,2824000000,6049000000,305000000,5744000000,30135000000,136000000,464000000,-58075000000,None,1.44612E+11,-1889000000,None,None,None,-1889000000,4022000000,None,2407000000,None,2407000000,2407000000,None,None,18326000000,1371000000,5550000000,10000000,950000000,3768000000,7022000000,3254000000,None,3250000000,507000000,None,518000000,None,3914000000,4081000000,167000000,2524000000,None,None,371000000,3215000000,694000000,187000000,2521000000,1495000000,3382000000,3753000000,Common Stock,Regions Financial Corporation,"Regions Financial Corporation is a bank holding company headquartered in the Regions Center in Birmingham, Alabama. The company provides retail banking and commercial banking, trust, stockbrokerage, and mortgage services.",1281761,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"1900 FIFTH AVENUE NORTH, BIRMINGHAM, AL, US",December,31/12/21,22881182000,None,9.76,0.746,17.69,0.65,0.029,2.49,7.28,0.362,0.468,0.0163,0.138,6960000000,6960000000,2.49,-0.293,-0.115,26.95,9.76,11.29,3.288,1.339,-,-,1.379,25.57,17.73,23.39,21.94,942000000,1/4/22,10/3/22
RSG,31/12/21,USD,2786700000,191500000,None,155500000,192400000,1185500000,1316300000,135400000,None,1292300000,-2466100000,-329200000,None,252200000,252200000,None,552600000,552600000,None,-12000000,5846600000,None,-264200000,None,-8600000,None,1290400000,24955000000,1710800000,29000000,29000000,72200000,1303600000,14846600000,9232100000,None,13085500000,259500000,12826000000,142600000,127600000,None,410400000,787600000,15976100000,2415600000,910000000,381300000,47200000,39000000,12692900000,241200000,9678300000,8200000,None,9717300000,1108000000,642400000,8978900000,274800000,6475600000,3200000,317600000,5174600000,13321800000,8147200000,6737700000,2076200000,1195800000,None,1429400000,2500000,-314600000,2500000,314600000,11295000000,-500000,None,43900000,1573200000,282800000,314600000,1292300000,1288200000,1887800000,1931700000,Common Stock,Republic Services Inc,"Republic Services, Inc is the second largest provider of non-hazardous solid waste collection, transfer, disposal, recycling, and energy services in the United States, as measured by revenue.",1060391,NYSE,USD,USA,ENERGY & TRANSPORTATION,REFUSE SYSTEMS,"18500 N. ALLIED WAY, PHOENIX, AZ, US",December,31/12/21,38253343000,3343000000,29.92,3.135,28.31,1.77,0.0159,4.04,35.43,0.114,0.187,0.0546,0.148,11295000000,4648000000,4.04,0.342,0.148,141.15,29.92,25.32,3.387,4.142,4.161,14.88,0.8,145.5,88.28,129.02,123.27,316431000,14/4/22,31/3/22
RMD,30/6/21,USD,736718000,51723000,None,210708000,209303000,156758000,116826000,129195000,21954000,474505000,-158462000,-764632000,None,None,None,None,226713000,226713000,None,37790000,90000000,None,37790000,None,-167878000,18498000,474505000,4728125000,1574757000,295278000,295278000,457033000,614292000,3153368000,463490000,622139000,2320483000,392582000,1927901000,17154000,17154000,None,208154000,160916000,1842446000,911766000,138008000,201107000,12000000,12000000,930680000,138364000,643351000,12000000,None,655351000,628562000,6802000,2885679000,1623256000,3079640000,583000,145648358,1839100000,3265514000,2081912000,1357725000,903678000,670387000,225284000,935422000,362000,-23989000,-34832000,23989000,3196072000,14816000,78400000,45127000,883662000,409157000,23989000,474505000,565000000,907651000,952778000,Common Stock,ResMed Inc,"ResMed is a San Diego, California-based medical equipment company. It primarily provides cloud-connectable medical devices for the treatment of sleep apnea (such as CPAP devices and masks), chronic obstructive pulmonary disease (COPD), and other respiratory conditions.",943819,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"9001 SPECTRUM CENTER BLVD., SAN DIEGO, CA, US",June,31/12/21,35884360000,1086692000,69.05,3.534,21.52,1.65,0.0072,3.554,23.64,0.152,0.283,0.131,0.174,3443760000,1889459000,3.554,0.114,0.119,268,69.05,39.53,10.42,10.77,10.03,29.72,0.369,300.34,178.15,243.5,252.74,146234000,17/3/22,9/2/22
RHI,31/12/21,USD,603136000,91801000,None,156255000,323868000,54451000,36611000,292628000,None,598626000,-87609000,-458589000,None,287738000,287738000,None,170612000,170612000,None,None,None,None,-287738000,None,56938000,None,598626000,2952359000,2268547000,619001000,619001000,None,984691000,683812000,93403000,568315000,226189000,3334000,222855000,None,None,None,169864000,228793000,1571308000,1358673000,None,25601000,None,251361000,212635000,265078000,200000,0,None,200000,1358673000,31344000,1381051000,None,167659000,111000,110685989,2696028000,6461641000,5718939000,3765416000,805824000,1951282000,None,1962987000,None,197000,197000,-61078000,6461444000,None,52210000,2241000,803780000,205154000,None,598626000,580736000,805824000,808065000,Common Stock,Robert Half International Inc,"Robert Half International, or commonly referred as, Robert Half, is a global human resource consulting firm based in Menlo Park, California.",315213,NYSE,USD,USA,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,"2884 SAND HILL RD, STE 200, MENLO PARK, CA, US",December,31/12/21,13384151000,796956000,22.56,1.373,12.68,1.52,0.0149,5.36,58.48,0.0926,0.115,0.169,0.463,6461444000,2696028000,5.36,0.819,0.357,110.78,22.56,21.32,2.071,9.65,2.007,16.27,1.491,125.3,72.08,113.5,103.84,110686000,15/3/22,24/2/22
ROK,30/9/21,USD,1261000000,236500000,None,463800000,340900000,189800000,120300000,138100000,202800000,1344300000,-2626600000,1297800000,484800000,299700000,299700000,None,497100000,497100000,None,None,1485600000,None,-145100000,None,-67800000,None,1358100000,10701600000,3063400000,662200000,662800000,798100000,1424500000,7655400000,581900000,1743600000,4647700000,1021800000,3625900000,96500000,1363500000,600000,178600000,286500000,8312000000,2992200000,889800000,462500000,509700000,509700000,5015300000,313600000,3464600000,509700000,3464600000,509700000,484400000,516500000,2389600000,6708700000,8000400000,181400000,116000000,2897700000,6930300000,5847300000,4099700000,797600000,1680000000,422500000,2100600000,1600000,-94600000,1600000,94600000,7024900000,403100000,123900000,67600000,1540000000,181900000,94600000,1344300000,1955200000,1634600000,1702200000,Common Stock,Rockwell Automation Inc,"Rockwell Automation, Inc. is an American provider of industrial automation and information technology. Its brands include Allen-Bradley and Factory Talk software.",1024478,NYSE,USD,USA,LIFE SCIENCES,"MEASURING & CONTROLLING DEVICES, NEC","1201 SOUTH 2ND STREET, MILWAUKEE, WI, US",September,31/12/21,31289258000,1386800000,31.42,2.869,21.56,4.33,0.0168,8.57,62.85,0.138,0.164,0.0789,0.424,7289400000,2897700000,8.57,-0.595,0.187,333.76,31.42,24.45,4.292,12.27,4.757,24.52,1.418,353.56,238.49,310.56,307.23,116196000,10/3/22,11/2/22
